"Presentation / Pack Level","VMP / VMPP/ AMP / AMPP","BNF Code","BNF Name","SNOMED Code","DM+D: Product Description","Strength","Unit Of Measure","DM+D: Product and Pack Description","Pack","Sub-pack"
"Pack","VMPP","0107020P0AAACAC","Cinchocaine 0.5% / Prednisolone 0.19% ointment","1084711000001105","Cinchocaine 0.5% / Prednisolone 0.19% ointment",,"gram","Cinchocaine 0.5% / Prednisolone 0.19% 30 grams",30,
"Presentation","VMP","1001022N0AAABAB","Prednisolone 25mg/1ml suspension for injection ampoules","36021411000001107","Prednisolone 25mg/1ml suspension for injection ampoules",25,,,,
"Pack","VMPP","1001022N0AAABAB","Prednisolone 25mg/1ml suspension for injection ampoules","1002611000001105","Prednisolone 25mg/1ml suspension for injection ampoules",25,"ampoule","Prednisolone 25mg/1ml suspension for injection 10 ampoules",10,
"Presentation","VMP","1001022K0AAAAAA","Methylprednisolone acetate 40mg/1ml inj vials","36034711000001101","Methylprednisolone acetate 40mg/1ml suspension for injection vials",40,,,,
"Pack","VMPP","1001022K0AAAAAA","Methylprednisolone acetate 40mg/1ml inj vials","963811000001106","Methylprednisolone acetate 40mg/1ml suspension for injection vials",40,"vial","Methylprednisolone acetate 40mg/1ml suspension for injection 1 vial",1,
"Pack","VMPP","1001022K0AAAAAA","Methylprednisolone acetate 40mg/1ml inj vials","1247711000001104","Methylprednisolone acetate 40mg/1ml suspension for injection vials",40,"vial","Methylprednisolone acetate 40mg/1ml suspension for injection 10 vials",10,
"Pack","VMPP","1001022K0AAAAAA","Methylprednisolone acetate 40mg/1ml inj vials","16157211000001108","Methylprednisolone acetate 40mg/1ml suspension for injection vials",40,"vial","Methylprednisolone acetate 40mg/1ml suspension for injection 3 vials",3,
"Presentation","VMP","1001022K0AAABAB","Methylprednisolone acetate 80mg/2ml inj vials","36034811000001109","Methylprednisolone acetate 80mg/2ml suspension for injection vials",40,,,,
"Pack","VMPP","1001022K0AAABAB","Methylprednisolone acetate 80mg/2ml inj vials","1214211000001106","Methylprednisolone acetate 80mg/2ml suspension for injection vials",40,"vial","Methylprednisolone acetate 80mg/2ml suspension for injection 1 vial",1,
"Pack","VMPP","1001022K0AAABAB","Methylprednisolone acetate 80mg/2ml inj vials","1179211000001104","Methylprednisolone acetate 80mg/2ml suspension for injection vials",40,"vial","Methylprednisolone acetate 80mg/2ml suspension for injection 10 vials",10,
"Presentation","VMP","1001022K0AAAGAG","Methylprednisolone 40mg / Lidocaine 10mg/1ml (1%) inj vials","36034411000001107","Methylprednisolone 40mg/1ml / Lidocaine 10mg/1ml (1%) suspension for injection vials",,,,,
"Pack","VMPP","1001022K0AAAGAG","Methylprednisolone 40mg / Lidocaine 10mg/1ml (1%) inj vials","1245811000001102","Methylprednisolone 40mg/1ml / Lidocaine 10mg/1ml (1%) suspension for injection vials",,"vial","Methylprednisolone 40mg/1ml / Lidocaine 10mg/1ml (1%) suspension for injection 1 vial",1,
"Pack","VMPP","1001022K0AAAGAG","Methylprednisolone 40mg / Lidocaine 10mg/1ml (1%) inj vials","1167011000001108","Methylprednisolone 40mg/1ml / Lidocaine 10mg/1ml (1%) suspension for injection vials",,"vial","Methylprednisolone 40mg/1ml / Lidocaine 10mg/1ml (1%) suspension for injection 10 vials",10,
"Presentation","VMP","1001022K0AAAFAF","Methylprednisolone 80mg / Lidocaine 20mg/2ml (1%) inj vials","36034511000001106","Methylprednisolone 80mg/2ml / Lidocaine 20mg/2ml (1%) suspension for injection vials",,,,,
"Pack","VMPP","1001022K0AAAFAF","Methylprednisolone 80mg / Lidocaine 20mg/2ml (1%) inj vials","985811000001107","Methylprednisolone 80mg/2ml / Lidocaine 20mg/2ml (1%) suspension for injection vials",,"vial","Methylprednisolone 80mg/2ml / Lidocaine 20mg/2ml (1%) suspension for injection 1 vial",1,
"Pack","VMPP","1001022K0AAAFAF","Methylprednisolone 80mg / Lidocaine 20mg/2ml (1%) inj vials","1036811000001103","Methylprednisolone 80mg/2ml / Lidocaine 20mg/2ml (1%) suspension for injection vials",,"vial","Methylprednisolone 80mg/2ml / Lidocaine 20mg/2ml (1%) suspension for injection 10 vials",10,
"Presentation","VMP","1201010U0AAAAAA","Prednisolone 0.5% / Neomycin 0.5% ear/eye drops","330950006","Prednisolone 0.5% / Neomycin 0.5% ear/eye drops",,,,,
"Pack","VMPP","1201010U0AAAAAA","Prednisolone 0.5% / Neomycin 0.5% ear/eye drops","2839911000001101","Prednisolone 0.5% / Neomycin 0.5% ear/eye drops",,"ml","Prednisolone 0.5% / Neomycin 0.5% ear/eye 10 mls",10,
"Presentation","VMP","1104010S0AABBBB","Prednisolone sodium phosphate 0.5% ear/eye drops","354028007","Prednisolone sodium phosphate 0.5% ear/eye drops",5,,,,
"Pack","VMPP","1104010S0AABBBB","Prednisolone sodium phosphate 0.5% ear/eye drops","3148511000001100","Prednisolone sodium phosphate 0.5% ear/eye drops",5,"ml","Prednisolone sodium phosphate 0.5% ear/eye 10 mls",10,
"Presentation","AMP","1104010S0AABBBB","Prednisolone sodium phosphate 0.5% ear/eye drops","37048411000001103","Prednisolone sodium phosphate 0.5% ear/eye drops (RPH Pharmaceuticals AB)",5,,,,
"Pack","AMPP","1104010S0AABBBB","Prednisolone sodium phosphate 0.5% ear/eye drops","37048511000001104","Prednisolone sodium phosphate 0.5% ear/eye drops (RPH Pharmaceuticals AB)",5,"ml","Prednisolone sodium phosphate 0.5% ear/eye (RPH Pharmaceuticals AB) 10 mls",10,
"Presentation","AMP","1104010S0AABBBB","Prednisolone sodium phosphate 0.5% ear/eye drops","37302811000001108","Prednisolone sodium phosphate 0.5% ear/eye drops (Alliance Healthcare (Distribution) Ltd)",5,,,,
"Pack","AMPP","1104010S0AABBBB","Prednisolone sodium phosphate 0.5% ear/eye drops","37302911000001103","Prednisolone sodium phosphate 0.5% ear/eye drops (Alliance Healthcare (Distribution) Ltd)",5,"ml","Prednisolone sodium phosphate 0.5% ear/eye (Alliance Healthcare (Distribution) Ltd) 10 mls",10,
"Presentation","VMP","1104010S0AAAPAP","Prednisolone sodium phos 0.5% eye dps 0.5ml ud preserv free","38752911000001104","Prednisolone sodium phosphate 0.5% eye drops 0.5ml unit dose preservative free",5,,,,
"Pack","VMPP","1104010S0AAAPAP","Prednisolone sodium phos 0.5% eye dps 0.5ml ud preserv free","3149411000001107","Prednisolone sodium phosphate 0.5% eye drops 0.5ml unit dose preservative free",5,"unit dose","Prednisolone sodium phosphate 0.5% eye drops 0.5ml unit dose preservative 20 unit doses",20,
"Presentation","AMP","1104010S0BBAAAP","Minims prednisolone sodium phosphate 0.5% eye dps 0.5ml ud","3150211000001103","Minims prednisolone sodium phosphate 0.5% eye drops 0.5ml unit dose (Bausch & Lomb UK Ltd)",5,,,,
"Pack","AMPP","1104010S0BBAAAP","Minims prednisolone sodium phosphate 0.5% eye dps 0.5ml ud","3150311000001106","Minims prednisolone sodium phosphate 0.5% eye drops 0.5ml unit dose (Bausch & Lomb UK Ltd)",5,"unit dose","Minims prednisolone sodium phosphate 0.5% eye drops 0.5ml unit (Bausch & Lomb UK Ltd) 20 unit doses",20,
"Presentation","VMP","1104010R0AAAAAA","Prednisolone acetate 1% eye drops","347223007","Prednisolone acetate 1% eye drops",10,,,,
"Pack","VMPP","1104010R0AAAAAA","Prednisolone acetate 1% eye drops","3151111000001103","Prednisolone acetate 1% eye drops",10,"ml","Prednisolone acetate 1% eye 5 mls",5,
"Pack","VMPP","1104010R0AAAAAA","Prednisolone acetate 1% eye drops","3151311000001101","Prednisolone acetate 1% eye drops",10,"ml","Prednisolone acetate 1% eye 10 mls",10,
"Presentation","VMP","1001022K0AAAEAE","Methylprednisolone acetate 120mg/3ml inj vials","36034611000001105","Methylprednisolone acetate 120mg/3ml suspension for injection vials",40,,,,
"Pack","VMPP","1001022K0AAAEAE","Methylprednisolone acetate 120mg/3ml inj vials","3231011000001101","Methylprednisolone acetate 120mg/3ml suspension for injection vials",40,"vial","Methylprednisolone acetate 120mg/3ml suspension for injection 1 vial",1,
"Pack","VMPP","1001022K0AAAEAE","Methylprednisolone acetate 120mg/3ml inj vials","3231111000001100","Methylprednisolone acetate 120mg/3ml suspension for injection vials",40,"vial","Methylprednisolone acetate 120mg/3ml suspension for injection 10 vials",10,
"Presentation","VMP","0105020D0AAAAAA","Prednisolone 20mg/100ml enema long tube","39722211000001105","Prednisolone 20mg/100ml enema long tube",200,,,,
"Pack","VMPP","0105020D0AAAAAA","Prednisolone 20mg/100ml enema long tube","3405711000001105","Prednisolone 20mg/100ml enema long tube",200,"enema","Prednisolone 20mg/100ml enema long 1 enema",1,
"Presentation","VMP","0105020E0AAABAB","Prednisolone 20mg/100ml rectal solution","39722311000001102","Prednisolone 20mg/100ml rectal solution",200,,,,
"Pack","VMPP","0105020E0AAABAB","Prednisolone 20mg/100ml rectal solution","3411811000001102","Prednisolone 20mg/100ml rectal solution",200,"enema","Prednisolone 20mg/100ml rectal 7 enemas",7,
"Pack","VMPP","0105020E0AAABAB","Prednisolone 20mg/100ml rectal solution","3412711000001103","Prednisolone 20mg/100ml rectal solution",200,"enema","Prednisolone 20mg/100ml rectal 1 enema",1,
"Presentation","AMP","0105020E0AAABAB","Prednisolone 20mg/100ml rectal solution","36375411000001105","Prednisolone 20mg/100ml rectal solution (RPH Pharmaceuticals AB)",200,,,,
"Pack","AMPP","0105020E0AAABAB","Prednisolone 20mg/100ml rectal solution","36376011000001105","Prednisolone 20mg/100ml rectal solution (RPH Pharmaceuticals AB)",200,"enema","Prednisolone 20mg/100ml rectal (RPH Pharmaceuticals AB) 7 enemas",7,"7 x 100ml enemas"
"Presentation","AMP","0105020E0AAABAB","Prednisolone 20mg/100ml rectal solution","36827211000001104","Prednisolone 20mg/100ml rectal solution (Alliance Healthcare (Distribution) Ltd)",200,,,,
"Pack","AMPP","0105020E0AAABAB","Prednisolone 20mg/100ml rectal solution","36827311000001107","Prednisolone 20mg/100ml rectal solution (Alliance Healthcare (Distribution) Ltd)",200,"enema","Prednisolone 20mg/100ml rectal (Alliance Healthcare (Distribution) Ltd) 7 enemas",7,"7 x 100ml enemas"
"Presentation","VMP","0603020S0AAAAAA","Methylprednisolone 2mg tablets","325411009","Methylprednisolone 2mg tablets",2,,,,
"Pack","VMPP","0603020S0AAAAAA","Methylprednisolone 2mg tablets","4051011000001106","Methylprednisolone 2mg tablets",2,"tablet","Methylprednisolone 2mg 30 tablets",30,
"Presentation","VMP","0603020S0AAABAB","Methylprednisolone 4mg tablets","325412002","Methylprednisolone 4mg tablets",4,,,,
"Pack","VMPP","0603020S0AAABAB","Methylprednisolone 4mg tablets","4051511000001103","Methylprednisolone 4mg tablets",4,"tablet","Methylprednisolone 4mg 30 tablets",30,
"Presentation","VMP","0603020S0AAACAC","Methylprednisolone 16mg tablets","325413007","Methylprednisolone 16mg tablets",16,,,,
"Pack","VMPP","0603020S0AAACAC","Methylprednisolone 16mg tablets","4051811000001100","Methylprednisolone 16mg tablets",16,"tablet","Methylprednisolone 16mg 30 tablets",30,
"Presentation","VMP","0603020S0AAADAD","Methylprednisolone 100mg tablets","325410005","Methylprednisolone 100mg tablets",100,,,,
"Pack","VMPP","0603020S0AAADAD","Methylprednisolone 100mg tablets","4052111000001102","Methylprednisolone 100mg tablets",100,"tablet","Methylprednisolone 100mg 20 tablets",20,
"Presentation","VMP","0603020K0AAACAC","Methylprednisolone sodium succinate 500mg inj vials","4195411000001101","Methylprednisolone sodium succinate 500mg powder and solvent for solution for injection vials",500,,,,
"Pack","VMPP","0603020K0AAACAC","Methylprednisolone sodium succinate 500mg inj vials","4179211000001105","Methylprednisolone sodium succinate 500mg powder and solvent for solution for injection vials",500,"vial","Methylprednisolone sodium succinate 500mg powder and solvent for solution for injection 1 vial",1,
"Presentation","AMP","0603020K0AAACAC","Methylprednisolone sodium succinate 500mg inj vials","20129111000001104","Methylprednisolone sodium succinate 500mg powder and solvent for solution for injection vials (Kent Pharma (UK) Ltd)",500,,,,
"Pack","AMPP","0603020K0AAACAC","Methylprednisolone sodium succinate 500mg inj vials","20129211000001105","Methylprednisolone sodium succinate 500mg powder and solvent for solution for injection vials (Kent Pharma (UK) Ltd)",500,"vial","Methylprednisolone sodium succinate 500mg powder and solvent for solution for injection (Kent Pharma (UK) Ltd) 1 vial",1,
"Presentation","AMP","0603020K0AAACAC","Methylprednisolone sodium succinate 500mg inj vials","22128311000001101","Methylprednisolone sodium succinate 500mg powder and solvent for solution for injection vials (A A H Pharmaceuticals Ltd)",500,,,,
"Pack","AMPP","0603020K0AAACAC","Methylprednisolone sodium succinate 500mg inj vials","22128511000001107","Methylprednisolone sodium succinate 500mg powder and solvent for solution for injection vials (A A H Pharmaceuticals Ltd)",500,"vial","Methylprednisolone sodium succinate 500mg powder and solvent for solution for injection (A A H Pharmaceuticals Ltd) 1 vial",1,
"Presentation","VMP","0603020K0AAADAD","Methylprednisolone sodium succinate 1g inj vials","4195311000001108","Methylprednisolone sodium succinate 1g powder and solvent for solution for injection vials",1,,,,
"Pack","VMPP","0603020K0AAADAD","Methylprednisolone sodium succinate 1g inj vials","4180011000001100","Methylprednisolone sodium succinate 1g powder and solvent for solution for injection vials",1,"vial","Methylprednisolone sodium succinate 1g powder and solvent for solution for injection 1 vial",1,
"Pack","VMPP","0603020K0AAADAD","Methylprednisolone sodium succinate 1g inj vials","30808211000001103","Methylprednisolone sodium succinate 1g powder and solvent for solution for injection vials",1,"vial","Methylprednisolone sodium succinate 1g powder and solvent for solution for injection 10 vials",10,
"Presentation","AMP","0603020K0AAADAD","Methylprednisolone sodium succinate 1g inj vials","20129311000001102","Methylprednisolone sodium succinate 1g powder and solvent for solution for injection vials (Kent Pharma (UK) Ltd)",1,,,,
"Pack","AMPP","0603020K0AAADAD","Methylprednisolone sodium succinate 1g inj vials","20129411000001109","Methylprednisolone sodium succinate 1g powder and solvent for solution for injection vials (Kent Pharma (UK) Ltd)",1,"vial","Methylprednisolone sodium succinate 1g powder and solvent for solution for injection (Kent Pharma (UK) Ltd) 1 vial",1,
"Presentation","AMP","0603020K0AAADAD","Methylprednisolone sodium succinate 1g inj vials","22128611000001106","Methylprednisolone sodium succinate 1g powder and solvent for solution for injection vials (A A H Pharmaceuticals Ltd)",1,,,,
"Pack","AMPP","0603020K0AAADAD","Methylprednisolone sodium succinate 1g inj vials","22128811000001105","Methylprednisolone sodium succinate 1g powder and solvent for solution for injection vials (A A H Pharmaceuticals Ltd)",1,"vial","Methylprednisolone sodium succinate 1g powder and solvent for solution for injection (A A H Pharmaceuticals Ltd) 1 vial",1,
"Pack","AMPP","0603020K0AAADAD","Methylprednisolone sodium succinate 1g inj vials","30808311000001106","Methylprednisolone sodium succinate 1g powder and solvent for solution for injection vials (A A H Pharmaceuticals Ltd)",1,"vial","Methylprednisolone sodium succinate 1g powder and solvent for solution for injection (A A H Pharmaceuticals Ltd) 10 vials",10,
"Presentation","VMP","0603020K0AAABAB","Methylprednisolone sodium succinate 125mg inj vials","4396711000001105","Methylprednisolone sodium succinate 125mg powder and solvent for solution for injection vials",125,,,,
"Pack","VMPP","0603020K0AAABAB","Methylprednisolone sodium succinate 125mg inj vials","4392311000001107","Methylprednisolone sodium succinate 125mg powder and solvent for solution for injection vials",125,"vial","Methylprednisolone sodium succinate 125mg powder and solvent for solution for injection 1 vial",1,
"Presentation","VMP","0603020K0AAAEAE","Methylprednisolone sodium succinate 2g inj vials","4396811000001102","Methylprednisolone sodium succinate 2g powder and solvent for solution for injection vials",2,,,,
"Pack","VMPP","0603020K0AAAEAE","Methylprednisolone sodium succinate 2g inj vials","4392611000001102","Methylprednisolone sodium succinate 2g powder and solvent for solution for injection vials",2,"vial","Methylprednisolone sodium succinate 2g powder and solvent for solution for injection 1 vial",1,
"Presentation","VMP","0603020K0AAAAAA","Methylprednisolone sodium succinate 40mg inj vials","4396911000001107","Methylprednisolone sodium succinate 40mg powder and solvent for solution for injection vials",40,,,,
"Pack","VMPP","0603020K0AAAAAA","Methylprednisolone sodium succinate 40mg inj vials","4392911000001108","Methylprednisolone sodium succinate 40mg powder and solvent for solution for injection vials",40,"vial","Methylprednisolone sodium succinate 40mg powder and solvent for solution for injection 1 vial",1,
"Pack","VMPP","0603020K0AAAAAA","Methylprednisolone sodium succinate 40mg inj vials","30807411000001103","Methylprednisolone sodium succinate 40mg powder and solvent for solution for injection vials",40,"vial","Methylprednisolone sodium succinate 40mg powder and solvent for solution for injection 10 vials",10,
"Presentation","AMP","0603020K0AAAAAA","Methylprednisolone sodium succinate 40mg inj vials","30807511000001104","Methylprednisolone sodium succinate 40mg powder and solvent for solution for injection vials (A A H Pharmaceuticals Ltd)",40,,,,
"Pack","AMPP","0603020K0AAAAAA","Methylprednisolone sodium succinate 40mg inj vials","30807611000001100","Methylprednisolone sodium succinate 40mg powder and solvent for solution for injection vials (A A H Pharmaceuticals Ltd)",40,"vial","Methylprednisolone sodium succinate 40mg powder and solvent for solution for injection (A A H Pharmaceuticals Ltd) 10 vials",10,
"Presentation","VMP","0603020T0AAAEAE","Prednisolone 50mg tablets","325445002","Prednisolone 50mg tablets",50,,,,
"Pack","VMPP","0603020T0AAAEAE","Prednisolone 50mg tablets","4752511000001108","Prednisolone 50mg tablets",50,"tablet","Prednisolone 50mg 100 tablets",100,
"Presentation","AMP","0603020T0AAAEAE","Prednisolone 50mg tablets","4752611000001107","Prednisolone 50mg tablets (A A H Pharmaceuticals Ltd)",50,,,,
"Pack","AMPP","0603020T0AAAEAE","Prednisolone 50mg tablets","4752711000001103","Prednisolone 50mg tablets (A A H Pharmaceuticals Ltd)",50,"tablet","Prednisolone 50mg (A A H Pharmaceuticals Ltd) 100 tablets",100,
"Presentation","AMP","0603020T0AAAEAE","Prednisolone 50mg tablets","4752811000001106","Prednisolone 50mg tablets (Approved Prescription Services Ltd)",50,,,,
"Pack","AMPP","0603020T0AAAEAE","Prednisolone 50mg tablets","4752911000001101","Prednisolone 50mg tablets (Approved Prescription Services Ltd)",50,"tablet","Prednisolone 50mg (Approved Prescription Services Ltd) 100 tablets",100,
"Presentation","VMP","0603020T0AABEBE","Prednisolone 2mg/5ml oral suspension","8672011000001109","Prednisolone 2mg/5ml oral suspension",400,,,,
"Pack","VMPP","0603020T0AABEBE","Prednisolone 2mg/5ml oral suspension","8651011000001104","Prednisolone 2mg/5ml oral suspension",400,"ml","Prednisolone 2mg/5ml oral 1 ml",1,
"Presentation","AMP","0603020T0AABEBE","Prednisolone 2mg/5ml oral suspension","8651111000001103","Prednisolone 2mg/5ml oral suspension (Special Order)",400,,,,
"Pack","AMPP","0603020T0AABEBE","Prednisolone 2mg/5ml oral suspension","8651211000001109","Prednisolone 2mg/5ml oral suspension (Special Order)",400,"ml","Prednisolone 2mg/5ml oral (Special Order) 1 ml",1,
"Presentation","VMP","1104010S0AABHBH","Prednisolone sodium phosphate 0.1% ear drops","8982211000001109","Prednisolone sodium phosphate 0.1% ear drops",1,,,,
"Pack","VMPP","1104010S0AABHBH","Prednisolone sodium phosphate 0.1% ear drops","8979511000001106","Prednisolone sodium phosphate 0.1% ear drops",1,"ml","Prednisolone sodium phosphate 0.1% ear 1 ml",1,
"Presentation","AMP","1104010S0AABHBH","Prednisolone sodium phosphate 0.1% ear drops","8979611000001105","Prednisolone sodium phosphate 0.1% ear drops (Special Order)",1,,,,
"Pack","AMPP","1104010S0AABHBH","Prednisolone sodium phosphate 0.1% ear drops","8979711000001101","Prednisolone sodium phosphate 0.1% ear drops (Special Order)",1,"ml","Prednisolone sodium phosphate 0.1% ear (Special Order) 1 ml",1,
"Presentation","VMP","1104010S0AABIBI","Prednisolone sodium phosphate 0.3% ear drops","8982311000001101","Prednisolone sodium phosphate 0.3% ear drops",3,,,,
"Pack","VMPP","1104010S0AABIBI","Prednisolone sodium phosphate 0.3% ear drops","8979811000001109","Prednisolone sodium phosphate 0.3% ear drops",3,"ml","Prednisolone sodium phosphate 0.3% ear 1 ml",1,
"Presentation","AMP","1104010S0AABIBI","Prednisolone sodium phosphate 0.3% ear drops","8979911000001104","Prednisolone sodium phosphate 0.3% ear drops (Special Order)",3,,,,
"Pack","AMPP","1104010S0AABIBI","Prednisolone sodium phosphate 0.3% ear drops","8980011000001103","Prednisolone sodium phosphate 0.3% ear drops (Special Order)",3,"ml","Prednisolone sodium phosphate 0.3% ear (Special Order) 1 ml",1,
"Presentation","VMP","1104010S0AAAZAZ","Prednisolone sodium phosphate 0.01% eye dps preserv free","9407311000001100","Prednisolone sodium phosphate 0.01% eye drops preservative free",100,,,,
"Pack","VMPP","1104010S0AAAZAZ","Prednisolone sodium phosphate 0.01% eye dps preserv free","9386711000001108","Prednisolone sodium phosphate 0.01% eye drops preservative free",100,"ml","Prednisolone sodium phosphate 0.01% eye drops preservative 1 ml",1,
"Pack","VMPP","1104010S0AAAZAZ","Prednisolone sodium phosphate 0.01% eye dps preserv free","23451611000001108","Prednisolone sodium phosphate 0.01% eye drops preservative free",100,"ml","Prednisolone sodium phosphate 0.01% eye drops preservative 10 mls",10,
"Presentation","AMP","1104010S0AAAZAZ","Prednisolone sodium phosphate 0.01% eye dps preserv free","9386811000001100","Prednisolone sodium phosphate 0.01% eye drops preservative free (Special Order)",100,,,,
"Pack","AMPP","1104010S0AAAZAZ","Prednisolone sodium phosphate 0.01% eye dps preserv free","9386911000001105","Prednisolone sodium phosphate 0.01% eye drops preservative free (Special Order)",100,"ml","Prednisolone sodium phosphate 0.01% eye drops preservative (Special Order) 1 ml",1,
"Pack","AMPP","1104010S0AAAZAZ","Prednisolone sodium phosphate 0.01% eye dps preserv free","23451711000001104","Prednisolone sodium phosphate 0.01% eye drops preservative free (Special Order)",100,"ml","Prednisolone sodium phosphate 0.01% eye drops preservative (Special Order) 10 mls",10,
"Presentation","VMP","0105020E0AAACAC","Prednisolone 40mg/100ml enema","9407011000001103","Prednisolone 40mg/100ml enema",400,,,,
"Pack","VMPP","0105020E0AAACAC","Prednisolone 40mg/100ml enema","9388211000001100","Prednisolone 40mg/100ml enema",400,"enema","Prednisolone 40mg/100ml 1 enema",1,
"Presentation","AMP","0105020E0AAACAC","Prednisolone 40mg/100ml enema","9388511000001102","Prednisolone 40mg/100ml enema (Special Order)",400,,,,
"Pack","AMPP","0105020E0AAACAC","Prednisolone 40mg/100ml enema","9388711000001107","Prednisolone 40mg/100ml enema (Special Order)",400,"enema","Prednisolone 40mg/100ml (Special Order) 1 enema",1,
"Presentation","VMP","1104010S0AABQBQ","Prednisolone sodium phosphate 1% eye drops preservative free","9409111000001108","Prednisolone sodium phosphate 1% eye drops preservative free",10,,,,
"Pack","VMPP","1104010S0AABQBQ","Prednisolone sodium phosphate 1% eye drops preservative free","9388811000001104","Prednisolone sodium phosphate 1% eye drops preservative free",10,"ml","Prednisolone sodium phosphate 1% eye drops preservative 1 ml",1,
"Pack","VMPP","1104010S0AABQBQ","Prednisolone sodium phosphate 1% eye drops preservative free","27901011000001103","Prednisolone sodium phosphate 1% eye drops preservative free",10,"ml","Prednisolone sodium phosphate 1% eye drops preservative 10 mls",10,
"Presentation","AMP","1104010S0AABQBQ","Prednisolone sodium phosphate 1% eye drops preservative free","9388911000001109","Prednisolone sodium phosphate 1% eye drops preservative free (Drug Tariff Special Order)",10,,,,
"Pack","AMPP","1104010S0AABQBQ","Prednisolone sodium phosphate 1% eye drops preservative free","9389011000001100","Prednisolone sodium phosphate 1% eye drops preservative free (Drug Tariff Special Order)",10,"ml","Prednisolone sodium phosphate 1% eye drops preservative (Drug Tariff Special Order) 1 ml",1,
"Pack","AMPP","1104010S0AABQBQ","Prednisolone sodium phosphate 1% eye drops preservative free","27901111000001102","Prednisolone sodium phosphate 1% eye drops preservative free (Drug Tariff Special Order)",10,"ml","Prednisolone sodium phosphate 1% eye drops preservative (Drug Tariff Special Order) 10 mls",10,
"Presentation","VMP","1104010S0AAARAR","Prednisolone sodium phosphate 0.5% eye dps preservative free","9409011000001107","Prednisolone sodium phosphate 0.5% eye drops preservative free",5,,,,
"Pack","VMPP","1104010S0AAARAR","Prednisolone sodium phosphate 0.5% eye dps preservative free","9389411000001109","Prednisolone sodium phosphate 0.5% eye drops preservative free",5,"ml","Prednisolone sodium phosphate 0.5% eye drops preservative 1 ml",1,
"Pack","VMPP","1104010S0AAARAR","Prednisolone sodium phosphate 0.5% eye dps preservative free","28416411000001107","Prednisolone sodium phosphate 0.5% eye drops preservative free",5,"ml","Prednisolone sodium phosphate 0.5% eye drops preservative 10 mls",10,
"Presentation","AMP","1104010S0AAARAR","Prednisolone sodium phosphate 0.5% eye dps preservative free","9389611000001107","Prednisolone sodium phosphate 0.5% eye drops preservative free (Special Order)",5,,,,
"Pack","AMPP","1104010S0AAARAR","Prednisolone sodium phosphate 0.5% eye dps preservative free","9389711000001103","Prednisolone sodium phosphate 0.5% eye drops preservative free (Special Order)",5,"ml","Prednisolone sodium phosphate 0.5% eye drops preservative (Special Order) 1 ml",1,
"Pack","AMPP","1104010S0AAARAR","Prednisolone sodium phosphate 0.5% eye dps preservative free","28416511000001106","Prednisolone sodium phosphate 0.5% eye drops preservative free (Special Order)",5,"ml","Prednisolone sodium phosphate 0.5% eye drops preservative (Special Order) 10 mls",10,
"Presentation","VMP","1104010S0AABTBT","Prednisolone sodium phosphate 0.3% eye dps preservative free","9408811000001108","Prednisolone sodium phosphate 0.3% eye drops preservative free",3,,,,
"Pack","VMPP","1104010S0AABTBT","Prednisolone sodium phosphate 0.3% eye dps preservative free","9390611000001102","Prednisolone sodium phosphate 0.3% eye drops preservative free",3,"ml","Prednisolone sodium phosphate 0.3% eye drops preservative 1 ml",1,
"Pack","VMPP","1104010S0AABTBT","Prednisolone sodium phosphate 0.3% eye dps preservative free","27902111000001107","Prednisolone sodium phosphate 0.3% eye drops preservative free",3,"ml","Prednisolone sodium phosphate 0.3% eye drops preservative 10 mls",10,
"Presentation","AMP","1104010S0AABTBT","Prednisolone sodium phosphate 0.3% eye dps preservative free","9390811000001103","Prednisolone sodium phosphate 0.3% eye drops preservative free (Drug Tariff Special Order)",3,,,,
"Pack","AMPP","1104010S0AABTBT","Prednisolone sodium phosphate 0.3% eye dps preservative free","9391011000001100","Prednisolone sodium phosphate 0.3% eye drops preservative free (Drug Tariff Special Order)",3,"ml","Prednisolone sodium phosphate 0.3% eye drops preservative (Drug Tariff Special Order) 1 ml",1,
"Pack","AMPP","1104010S0AABTBT","Prednisolone sodium phosphate 0.3% eye dps preservative free","27902211000001101","Prednisolone sodium phosphate 0.3% eye drops preservative free (Drug Tariff Special Order)",3,"ml","Prednisolone sodium phosphate 0.3% eye drops preservative (Drug Tariff Special Order) 10 mls",10,
"Presentation","VMP","1104010S0AABMBM","Prednisolone sodium phosphate 0.3% eye drops","9408711000001100","Prednisolone sodium phosphate 0.3% eye drops",3,,,,
"Pack","VMPP","1104010S0AABMBM","Prednisolone sodium phosphate 0.3% eye drops","9391211000001105","Prednisolone sodium phosphate 0.3% eye drops",3,"ml","Prednisolone sodium phosphate 0.3% eye 1 ml",1,
"Pack","VMPP","1104010S0AABMBM","Prednisolone sodium phosphate 0.3% eye drops","23405011000001106","Prednisolone sodium phosphate 0.3% eye drops",3,"ml","Prednisolone sodium phosphate 0.3% eye 10 mls",10,
"Presentation","AMP","1104010S0AABMBM","Prednisolone sodium phosphate 0.3% eye drops","9391311000001102","Prednisolone sodium phosphate 0.3% eye drops (Drug Tariff Special Order)",3,,,,
"Pack","AMPP","1104010S0AABMBM","Prednisolone sodium phosphate 0.3% eye drops","9391411000001109","Prednisolone sodium phosphate 0.3% eye drops (Drug Tariff Special Order)",3,"ml","Prednisolone sodium phosphate 0.3% eye (Drug Tariff Special Order) 1 ml",1,
